userid,review,compound_score
3307,"Not satisfied with performance, too many bugs.",-0.3252
3311,"Fantastic app, highly recommend!",0.7707
3318,"Fantastic app, highly recommend!",0.7707
3320,"Too many crashes, needs urgent updates.",0.2023
3326,"Very useful app, helped me a lot.",0.4927
3327,Great customer support and easy to use.,0.8658
3330,"Not satisfied with performance, too many bugs.",-0.3252
3332,"Good experience overall, but UI can improve.",0.7003
3334,"Very useful app, helped me a lot.",0.4927
3336,"Affordable and reliable, worth it.",0.2263
3341,"Affordable and reliable, worth it.",0.2263
3343,"Affordable and reliable, worth it.",0.2263
3346,"Fantastic app, highly recommend!",0.7707
3348,"Good experience overall, but UI can improve.",0.7003
3349,"Excellent design, works smoothly.",0.5719
3352,"Too many crashes, needs urgent updates.",0.2023
3355,"Too many crashes, needs urgent updates.",0.2023
3356,"Excellent design, works smoothly.",0.5719
3362,"Good experience overall, but UI can improve.",0.7003
3363,"Very useful app, helped me a lot.",0.4927
3364,"Fantastic app, highly recommend!",0.7707
3368,"Good experience overall, but UI can improve.",0.7003
3372,"Average app, could use more features.",0.0
3379,"Not satisfied with performance, too many bugs.",-0.3252
3381,Great customer support and easy to use.,0.8658
3387,"Average app, could use more features.",0.0
3389,"Too many crashes, needs urgent updates.",0.2023
3390,Did not meet my expectations.,0.0
3391,"Very useful app, helped me a lot.",0.4927
3392,"Excellent design, works smoothly.",0.5719
3395,Great customer support and easy to use.,0.8658
3396,"Good experience overall, but UI can improve.",0.7003
3399,"Good experience overall, but UI can improve.",0.7003
3400,"Excellent design, works smoothly.",0.5719
3404,Great customer support and easy to use.,0.8658
3406,"Average app, could use more features.",0.0
3408,Did not meet my expectations.,0.0
3409,"Very useful app, helped me a lot.",0.4927
3412,"Good experience overall, but UI can improve.",0.7003
3413,"Not satisfied with performance, too many bugs.",-0.3252
3414,"Not satisfied with performance, too many bugs.",-0.3252
3416,Great customer support and easy to use.,0.8658
3417,Did not meet my expectations.,0.0
3419,"Affordable and reliable, worth it.",0.2263
3420,Great customer support and easy to use.,0.8658
3421,"Not satisfied with performance, too many bugs.",-0.3252
3423,"Too many crashes, needs urgent updates.",0.2023
3424,"Very useful app, helped me a lot.",0.4927
3425,"Excellent design, works smoothly.",0.5719
3429,Great customer support and easy to use.,0.8658
3433,"Very useful app, helped me a lot.",0.4927
3435,"Affordable and reliable, worth it.",0.2263
3436,"Average app, could use more features.",0.0
3440,"Average app, could use more features.",0.0
3444,"Average app, could use more features.",0.0
3445,"Average app, could use more features.",0.0
3447,Did not meet my expectations.,0.0
3451,"Good experience overall, but UI can improve.",0.7003
3458,"Excellent design, works smoothly.",0.5719
3460,"Fantastic app, highly recommend!",0.7707
3461,Did not meet my expectations.,0.0
3463,"Good experience overall, but UI can improve.",0.7003
3469,"Excellent design, works smoothly.",0.5719
3477,"Excellent design, works smoothly.",0.5719
3479,"Good experience overall, but UI can improve.",0.7003
3480,"Not satisfied with performance, too many bugs.",-0.3252
3481,Great customer support and easy to use.,0.8658
3484,"Excellent design, works smoothly.",0.5719
3485,Great customer support and easy to use.,0.8658
3486,"Excellent design, works smoothly.",0.5719
3490,Did not meet my expectations.,0.0
3492,"Affordable and reliable, worth it.",0.2263
3493,"Good experience overall, but UI can improve.",0.7003
3494,"Good experience overall, but UI can improve.",0.7003
3495,Great customer support and easy to use.,0.8658
3497,"Too many crashes, needs urgent updates.",0.2023
3504,Did not meet my expectations.,0.0
3510,"Not satisfied with performance, too many bugs.",-0.3252
3514,"Not satisfied with performance, too many bugs.",-0.3252
3516,"Good experience overall, but UI can improve.",0.7003
3524,"Fantastic app, highly recommend!",0.7707
3531,"Excellent design, works smoothly.",0.5719
3533,Great customer support and easy to use.,0.8658
3536,"Fantastic app, highly recommend!",0.7707
3537,Great customer support and easy to use.,0.8658
3539,Did not meet my expectations.,0.0
3540,"Average app, could use more features.",0.0
3543,"Too many crashes, needs urgent updates.",0.2023
3544,"Excellent design, works smoothly.",0.5719
3546,Did not meet my expectations.,0.0
3552,"Fantastic app, highly recommend!",0.7707
3556,"Very useful app, helped me a lot.",0.4927
3559,"Very useful app, helped me a lot.",0.4927
3560,"Excellent design, works smoothly.",0.5719
3566,"Affordable and reliable, worth it.",0.2263
3573,"Excellent design, works smoothly.",0.5719
3577,"Very useful app, helped me a lot.",0.4927
3579,"Not satisfied with performance, too many bugs.",-0.3252
3581,"Fantastic app, highly recommend!",0.7707
3582,"Good experience overall, but UI can improve.",0.7003
3583,"Good experience overall, but UI can improve.",0.7003
3584,"Good experience overall, but UI can improve.",0.7003
3587,"Average app, could use more features.",0.0
3597,"Fantastic app, highly recommend!",0.7707
3598,"Excellent design, works smoothly.",0.5719
3601,"Good experience overall, but UI can improve.",0.7003
3602,"Excellent design, works smoothly.",0.5719
3603,"Very useful app, helped me a lot.",0.4927
3612,Great customer support and easy to use.,0.8658
3621,"Affordable and reliable, worth it.",0.2263
3622,"Average app, could use more features.",0.0
3623,"Too many crashes, needs urgent updates.",0.2023
3626,"Very useful app, helped me a lot.",0.4927
3627,Great customer support and easy to use.,0.8658
3633,Great customer support and easy to use.,0.8658
3637,Did not meet my expectations.,0.0
3638,"Average app, could use more features.",0.0
3640,"Fantastic app, highly recommend!",0.7707
3641,"Very useful app, helped me a lot.",0.4927
3648,"Excellent design, works smoothly.",0.5719
3650,"Not satisfied with performance, too many bugs.",-0.3252
3651,"Good experience overall, but UI can improve.",0.7003
3653,"Affordable and reliable, worth it.",0.2263
3660,"Average app, could use more features.",0.0
3663,"Good experience overall, but UI can improve.",0.7003
3664,"Affordable and reliable, worth it.",0.2263
3671,"Too many crashes, needs urgent updates.",0.2023
3672,"Good experience overall, but UI can improve.",0.7003
3682,"Excellent design, works smoothly.",0.5719
3683,"Average app, could use more features.",0.0
3685,"Affordable and reliable, worth it.",0.2263
3689,"Good experience overall, but UI can improve.",0.7003
3690,Did not meet my expectations.,0.0
3693,"Good experience overall, but UI can improve.",0.7003
3694,"Fantastic app, highly recommend!",0.7707
3695,"Excellent design, works smoothly.",0.5719
3698,"Too many crashes, needs urgent updates.",0.2023
3702,"Very useful app, helped me a lot.",0.4927
3703,"Very useful app, helped me a lot.",0.4927
3706,"Excellent design, works smoothly.",0.5719
3707,"Too many crashes, needs urgent updates.",0.2023
3709,"Too many crashes, needs urgent updates.",0.2023
3710,"Affordable and reliable, worth it.",0.2263
3712,Great customer support and easy to use.,0.8658
3715,"Excellent design, works smoothly.",0.5719
3721,"Affordable and reliable, worth it.",0.2263
3724,"Affordable and reliable, worth it.",0.2263
3727,"Average app, could use more features.",0.0
3733,Did not meet my expectations.,0.0
3734,"Fantastic app, highly recommend!",0.7707
3736,"Fantastic app, highly recommend!",0.7707
3737,Great customer support and easy to use.,0.8658
3740,Great customer support and easy to use.,0.8658
3744,"Not satisfied with performance, too many bugs.",-0.3252
3748,Great customer support and easy to use.,0.8658
3754,"Too many crashes, needs urgent updates.",0.2023
3756,"Good experience overall, but UI can improve.",0.7003
3760,"Very useful app, helped me a lot.",0.4927
3765,"Very useful app, helped me a lot.",0.4927
3766,Great customer support and easy to use.,0.8658
3769,Did not meet my expectations.,0.0
3771,"Not satisfied with performance, too many bugs.",-0.3252
3774,"Average app, could use more features.",0.0
3775,Did not meet my expectations.,0.0
3776,"Very useful app, helped me a lot.",0.4927
3778,"Too many crashes, needs urgent updates.",0.2023
3780,Did not meet my expectations.,0.0
3784,Great customer support and easy to use.,0.8658
3785,"Too many crashes, needs urgent updates.",0.2023
3786,"Affordable and reliable, worth it.",0.2263
3789,Did not meet my expectations.,0.0
3793,"Excellent design, works smoothly.",0.5719
3794,"Excellent design, works smoothly.",0.5719
3795,Did not meet my expectations.,0.0
3800,"Fantastic app, highly recommend!",0.7707
3801,"Good experience overall, but UI can improve.",0.7003
3811,"Fantastic app, highly recommend!",0.7707
3817,"Good experience overall, but UI can improve.",0.7003
3819,"Too many crashes, needs urgent updates.",0.2023
3821,"Too many crashes, needs urgent updates.",0.2023
3824,"Excellent design, works smoothly.",0.5719
3825,"Too many crashes, needs urgent updates.",0.2023
3826,"Good experience overall, but UI can improve.",0.7003
3827,"Not satisfied with performance, too many bugs.",-0.3252
3828,"Very useful app, helped me a lot.",0.4927
3832,"Fantastic app, highly recommend!",0.7707
3833,"Not satisfied with performance, too many bugs.",-0.3252
3834,Did not meet my expectations.,0.0
3835,"Good experience overall, but UI can improve.",0.7003
3841,"Average app, could use more features.",0.0
3843,"Very useful app, helped me a lot.",0.4927
3845,"Average app, could use more features.",0.0
3853,"Not satisfied with performance, too many bugs.",-0.3252
3855,"Average app, could use more features.",0.0
3857,"Very useful app, helped me a lot.",0.4927
3860,"Affordable and reliable, worth it.",0.2263
3861,"Not satisfied with performance, too many bugs.",-0.3252
3862,"Not satisfied with performance, too many bugs.",-0.3252
3877,"Fantastic app, highly recommend!",0.7707
3879,"Average app, could use more features.",0.0
3885,"Excellent design, works smoothly.",0.5719
3889,"Good experience overall, but UI can improve.",0.7003
3892,"Affordable and reliable, worth it.",0.2263
3896,"Good experience overall, but UI can improve.",0.7003
3898,"Affordable and reliable, worth it.",0.2263
3899,"Good experience overall, but UI can improve.",0.7003
3902,"Excellent design, works smoothly.",0.5719
3905,"Too many crashes, needs urgent updates.",0.2023
3906,"Affordable and reliable, worth it.",0.2263
3910,"Not satisfied with performance, too many bugs.",-0.3252
3911,"Very useful app, helped me a lot.",0.4927
3920,"Good experience overall, but UI can improve.",0.7003
3923,"Too many crashes, needs urgent updates.",0.2023
3924,"Good experience overall, but UI can improve.",0.7003
3926,"Good experience overall, but UI can improve.",0.7003
3931,"Not satisfied with performance, too many bugs.",-0.3252
3934,Did not meet my expectations.,0.0
3938,"Excellent design, works smoothly.",0.5719
3939,"Average app, could use more features.",0.0
3941,"Average app, could use more features.",0.0
3943,"Not satisfied with performance, too many bugs.",-0.3252
3947,Great customer support and easy to use.,0.8658
3948,Did not meet my expectations.,0.0
3951,Did not meet my expectations.,0.0
3953,Did not meet my expectations.,0.0
3956,"Average app, could use more features.",0.0
3957,"Average app, could use more features.",0.0
3962,Great customer support and easy to use.,0.8658
3965,"Very useful app, helped me a lot.",0.4927
3967,"Too many crashes, needs urgent updates.",0.2023
3970,"Average app, could use more features.",0.0
3972,"Fantastic app, highly recommend!",0.7707
3975,"Affordable and reliable, worth it.",0.2263
3976,"Good experience overall, but UI can improve.",0.7003
3977,"Too many crashes, needs urgent updates.",0.2023
3978,"Fantastic app, highly recommend!",0.7707
3981,"Very useful app, helped me a lot.",0.4927
3985,"Very useful app, helped me a lot.",0.4927
3987,Did not meet my expectations.,0.0
3991,"Excellent design, works smoothly.",0.5719
3992,Did not meet my expectations.,0.0
3999,Great customer support and easy to use.,0.8658
4005,"Too many crashes, needs urgent updates.",0.2023
4009,"Average app, could use more features.",0.0
4011,"Fantastic app, highly recommend!",0.7707
4015,"Average app, could use more features.",0.0
4017,"Very useful app, helped me a lot.",0.4927
4018,"Fantastic app, highly recommend!",0.7707
4021,"Not satisfied with performance, too many bugs.",-0.3252
4022,"Not satisfied with performance, too many bugs.",-0.3252
4029,"Fantastic app, highly recommend!",0.7707
4030,Great customer support and easy to use.,0.8658
4032,Great customer support and easy to use.,0.8658
4034,"Very useful app, helped me a lot.",0.4927
4038,"Affordable and reliable, worth it.",0.2263
4039,Great customer support and easy to use.,0.8658
4040,"Fantastic app, highly recommend!",0.7707
4041,"Good experience overall, but UI can improve.",0.7003
4042,"Fantastic app, highly recommend!",0.7707
4047,"Affordable and reliable, worth it.",0.2263
4048,"Excellent design, works smoothly.",0.5719
4050,"Affordable and reliable, worth it.",0.2263
4051,"Fantastic app, highly recommend!",0.7707
4052,"Good experience overall, but UI can improve.",0.7003
4053,"Not satisfied with performance, too many bugs.",-0.3252
4054,"Very useful app, helped me a lot.",0.4927
4056,"Fantastic app, highly recommend!",0.7707
4057,"Fantastic app, highly recommend!",0.7707
4059,Did not meet my expectations.,0.0
4061,"Good experience overall, but UI can improve.",0.7003
4074,"Not satisfied with performance, too many bugs.",-0.3252
4076,"Too many crashes, needs urgent updates.",0.2023
4078,"Too many crashes, needs urgent updates.",0.2023
4079,"Very useful app, helped me a lot.",0.4927
4080,"Average app, could use more features.",0.0
4082,"Affordable and reliable, worth it.",0.2263
4083,Did not meet my expectations.,0.0
4085,"Not satisfied with performance, too many bugs.",-0.3252
4090,Great customer support and easy to use.,0.8658
4092,"Fantastic app, highly recommend!",0.7707
4097,"Average app, could use more features.",0.0
4100,"Fantastic app, highly recommend!",0.7707
4105,"Affordable and reliable, worth it.",0.2263
4106,"Too many crashes, needs urgent updates.",0.2023
4107,"Average app, could use more features.",0.0
4108,Great customer support and easy to use.,0.8658
4109,"Fantastic app, highly recommend!",0.7707
4112,Great customer support and easy to use.,0.8658
4117,"Too many crashes, needs urgent updates.",0.2023
4121,"Good experience overall, but UI can improve.",0.7003
4130,"Fantastic app, highly recommend!",0.7707
4142,Did not meet my expectations.,0.0
4144,Did not meet my expectations.,0.0
4147,"Too many crashes, needs urgent updates.",0.2023
4150,Did not meet my expectations.,0.0
4151,"Good experience overall, but UI can improve.",0.7003
4158,"Average app, could use more features.",0.0
4160,"Excellent design, works smoothly.",0.5719
4163,"Average app, could use more features.",0.0
4164,"Affordable and reliable, worth it.",0.2263
4168,"Good experience overall, but UI can improve.",0.7003
4171,Great customer support and easy to use.,0.8658
4179,"Good experience overall, but UI can improve.",0.7003
4180,"Fantastic app, highly recommend!",0.7707
4181,"Too many crashes, needs urgent updates.",0.2023
4182,"Not satisfied with performance, too many bugs.",-0.3252
4189,"Too many crashes, needs urgent updates.",0.2023
4192,Did not meet my expectations.,0.0
4193,"Good experience overall, but UI can improve.",0.7003
4194,Did not meet my expectations.,0.0
4198,"Good experience overall, but UI can improve.",0.7003
4200,"Affordable and reliable, worth it.",0.2263
4202,"Too many crashes, needs urgent updates.",0.2023
4208,"Fantastic app, highly recommend!",0.7707
4212,Great customer support and easy to use.,0.8658
4215,"Not satisfied with performance, too many bugs.",-0.3252
4217,"Not satisfied with performance, too many bugs.",-0.3252
4220,"Fantastic app, highly recommend!",0.7707
4222,"Average app, could use more features.",0.0
4223,"Affordable and reliable, worth it.",0.2263
4239,Great customer support and easy to use.,0.8658
4241,"Too many crashes, needs urgent updates.",0.2023
4243,"Good experience overall, but UI can improve.",0.7003
4252,"Average app, could use more features.",0.0
4264,"Not satisfied with performance, too many bugs.",-0.3252
4266,"Not satisfied with performance, too many bugs.",-0.3252
4269,"Affordable and reliable, worth it.",0.2263
4270,"Too many crashes, needs urgent updates.",0.2023
4273,Did not meet my expectations.,0.0
4274,"Very useful app, helped me a lot.",0.4927
4275,"Excellent design, works smoothly.",0.5719
4276,"Too many crashes, needs urgent updates.",0.2023
4278,Great customer support and easy to use.,0.8658
4282,Did not meet my expectations.,0.0
4284,"Very useful app, helped me a lot.",0.4927
4285,"Fantastic app, highly recommend!",0.7707
4288,Did not meet my expectations.,0.0
4290,"Excellent design, works smoothly.",0.5719
4291,"Fantastic app, highly recommend!",0.7707
4293,Great customer support and easy to use.,0.8658
4296,"Good experience overall, but UI can improve.",0.7003
4298,"Average app, could use more features.",0.0
4300,"Affordable and reliable, worth it.",0.2263
4301,"Too many crashes, needs urgent updates.",0.2023
4304,"Fantastic app, highly recommend!",0.7707
4306,"Fantastic app, highly recommend!",0.7707
4308,Did not meet my expectations.,0.0
4309,"Affordable and reliable, worth it.",0.2263
4314,Did not meet my expectations.,0.0
4317,"Good experience overall, but UI can improve.",0.7003
4319,Great customer support and easy to use.,0.8658
4320,"Not satisfied with performance, too many bugs.",-0.3252
4322,"Not satisfied with performance, too many bugs.",-0.3252
4323,"Very useful app, helped me a lot.",0.4927
4327,"Good experience overall, but UI can improve.",0.7003
4328,Did not meet my expectations.,0.0
4331,"Affordable and reliable, worth it.",0.2263
4332,Great customer support and easy to use.,0.8658
4338,"Affordable and reliable, worth it.",0.2263
4340,Did not meet my expectations.,0.0
4342,"Not satisfied with performance, too many bugs.",-0.3252
4343,"Not satisfied with performance, too many bugs.",-0.3252
4346,"Average app, could use more features.",0.0
4347,"Very useful app, helped me a lot.",0.4927
4348,"Fantastic app, highly recommend!",0.7707
4352,"Affordable and reliable, worth it.",0.2263
4356,"Average app, could use more features.",0.0
4357,"Good experience overall, but UI can improve.",0.7003
4358,"Excellent design, works smoothly.",0.5719
4365,Great customer support and easy to use.,0.8658
4366,"Average app, could use more features.",0.0
4370,Great customer support and easy to use.,0.8658
4371,"Not satisfied with performance, too many bugs.",-0.3252
4372,"Fantastic app, highly recommend!",0.7707
4373,"Fantastic app, highly recommend!",0.7707
4374,"Not satisfied with performance, too many bugs.",-0.3252
4380,"Average app, could use more features.",0.0
4382,"Not satisfied with performance, too many bugs.",-0.3252
4385,"Fantastic app, highly recommend!",0.7707
4392,Did not meet my expectations.,0.0
4396,Did not meet my expectations.,0.0
4397,"Not satisfied with performance, too many bugs.",-0.3252
4399,"Average app, could use more features.",0.0
4400,"Excellent design, works smoothly.",0.5719
4406,"Fantastic app, highly recommend!",0.7707
4408,"Not satisfied with performance, too many bugs.",-0.3252
4410,Great customer support and easy to use.,0.8658
4412,"Affordable and reliable, worth it.",0.2263
4415,"Very useful app, helped me a lot.",0.4927
4417,"Too many crashes, needs urgent updates.",0.2023
4420,"Affordable and reliable, worth it.",0.2263
4424,"Excellent design, works smoothly.",0.5719
4425,"Good experience overall, but UI can improve.",0.7003
4426,"Excellent design, works smoothly.",0.5719
4430,Did not meet my expectations.,0.0
4437,"Affordable and reliable, worth it.",0.2263
4439,"Very useful app, helped me a lot.",0.4927
4444,Great customer support and easy to use.,0.8658
4445,"Fantastic app, highly recommend!",0.7707
4446,"Affordable and reliable, worth it.",0.2263
4447,Did not meet my expectations.,0.0
4451,"Not satisfied with performance, too many bugs.",-0.3252
4454,"Average app, could use more features.",0.0
4464,"Good experience overall, but UI can improve.",0.7003
4465,"Too many crashes, needs urgent updates.",0.2023
4473,"Fantastic app, highly recommend!",0.7707
4477,"Fantastic app, highly recommend!",0.7707
4478,"Average app, could use more features.",0.0
4481,"Fantastic app, highly recommend!",0.7707
4485,"Very useful app, helped me a lot.",0.4927
4489,"Good experience overall, but UI can improve.",0.7003
4495,Did not meet my expectations.,0.0
4496,"Very useful app, helped me a lot.",0.4927
4498,"Very useful app, helped me a lot.",0.4927
4500,"Average app, could use more features.",0.0
4506,"Average app, could use more features.",0.0
4507,"Very useful app, helped me a lot.",0.4927
4511,Did not meet my expectations.,0.0
4517,Did not meet my expectations.,0.0
4520,"Too many crashes, needs urgent updates.",0.2023
4523,"Good experience overall, but UI can improve.",0.7003
4525,"Not satisfied with performance, too many bugs.",-0.3252
4526,"Affordable and reliable, worth it.",0.2263
4527,"Fantastic app, highly recommend!",0.7707
4530,Did not meet my expectations.,0.0
4533,"Not satisfied with performance, too many bugs.",-0.3252
4536,Did not meet my expectations.,0.0
4552,Great customer support and easy to use.,0.8658
4554,Great customer support and easy to use.,0.8658
4559,"Excellent design, works smoothly.",0.5719
4566,Great customer support and easy to use.,0.8658
4567,"Fantastic app, highly recommend!",0.7707
4570,"Very useful app, helped me a lot.",0.4927
4571,"Very useful app, helped me a lot.",0.4927
4578,"Not satisfied with performance, too many bugs.",-0.3252
4579,Great customer support and easy to use.,0.8658
4582,Great customer support and easy to use.,0.8658
4586,Great customer support and easy to use.,0.8658
4589,"Excellent design, works smoothly.",0.5719
4595,"Affordable and reliable, worth it.",0.2263
4596,Did not meet my expectations.,0.0
4597,"Excellent design, works smoothly.",0.5719
4605,Great customer support and easy to use.,0.8658
4610,"Excellent design, works smoothly.",0.5719
4614,"Excellent design, works smoothly.",0.5719
4618,Did not meet my expectations.,0.0
4621,Great customer support and easy to use.,0.8658
4624,Did not meet my expectations.,0.0
4626,"Very useful app, helped me a lot.",0.4927
4628,"Average app, could use more features.",0.0
4629,"Not satisfied with performance, too many bugs.",-0.3252
4630,Did not meet my expectations.,0.0
4631,"Good experience overall, but UI can improve.",0.7003
4632,"Not satisfied with performance, too many bugs.",-0.3252
4633,"Not satisfied with performance, too many bugs.",-0.3252
4634,"Too many crashes, needs urgent updates.",0.2023
4636,Did not meet my expectations.,0.0
4641,Great customer support and easy to use.,0.8658
4642,"Excellent design, works smoothly.",0.5719
4644,"Very useful app, helped me a lot.",0.4927
4646,"Too many crashes, needs urgent updates.",0.2023
4650,"Average app, could use more features.",0.0
4652,"Excellent design, works smoothly.",0.5719
4653,"Fantastic app, highly recommend!",0.7707
4655,"Fantastic app, highly recommend!",0.7707
4657,"Good experience overall, but UI can improve.",0.7003
4658,"Not satisfied with performance, too many bugs.",-0.3252
4659,"Average app, could use more features.",0.0
4661,"Too many crashes, needs urgent updates.",0.2023
4663,Great customer support and easy to use.,0.8658
4667,Great customer support and easy to use.,0.8658
4672,"Excellent design, works smoothly.",0.5719
4673,Great customer support and easy to use.,0.8658
4674,"Average app, could use more features.",0.0
4676,"Good experience overall, but UI can improve.",0.7003
4680,Did not meet my expectations.,0.0
4687,"Not satisfied with performance, too many bugs.",-0.3252
4688,"Fantastic app, highly recommend!",0.7707
4689,"Very useful app, helped me a lot.",0.4927
4691,"Very useful app, helped me a lot.",0.4927
4694,Did not meet my expectations.,0.0
4697,"Average app, could use more features.",0.0
4699,"Not satisfied with performance, too many bugs.",-0.3252
4700,"Fantastic app, highly recommend!",0.7707
4701,"Fantastic app, highly recommend!",0.7707
4702,"Excellent design, works smoothly.",0.5719
4703,"Good experience overall, but UI can improve.",0.7003
4706,"Affordable and reliable, worth it.",0.2263
4707,"Too many crashes, needs urgent updates.",0.2023
4715,"Good experience overall, but UI can improve.",0.7003
4716,"Fantastic app, highly recommend!",0.7707
4718,Great customer support and easy to use.,0.8658
4719,"Good experience overall, but UI can improve.",0.7003
4721,"Excellent design, works smoothly.",0.5719
4725,Great customer support and easy to use.,0.8658
4726,"Good experience overall, but UI can improve.",0.7003
4730,"Not satisfied with performance, too many bugs.",-0.3252
4734,"Very useful app, helped me a lot.",0.4927
4738,"Affordable and reliable, worth it.",0.2263
4744,"Very useful app, helped me a lot.",0.4927
4745,Did not meet my expectations.,0.0
4750,"Fantastic app, highly recommend!",0.7707
4751,Did not meet my expectations.,0.0
4753,"Excellent design, works smoothly.",0.5719
4763,"Excellent design, works smoothly.",0.5719
4768,"Affordable and reliable, worth it.",0.2263
4777,"Good experience overall, but UI can improve.",0.7003
4780,Did not meet my expectations.,0.0
4783,"Affordable and reliable, worth it.",0.2263
4784,Did not meet my expectations.,0.0
4785,"Affordable and reliable, worth it.",0.2263
4788,Great customer support and easy to use.,0.8658
4798,Did not meet my expectations.,0.0
4801,Great customer support and easy to use.,0.8658
4803,"Too many crashes, needs urgent updates.",0.2023
4811,"Good experience overall, but UI can improve.",0.7003
4815,Great customer support and easy to use.,0.8658
4816,Great customer support and easy to use.,0.8658
4817,"Average app, could use more features.",0.0
4820,Great customer support and easy to use.,0.8658
4821,"Fantastic app, highly recommend!",0.7707
4826,"Excellent design, works smoothly.",0.5719
4829,"Excellent design, works smoothly.",0.5719
4835,"Too many crashes, needs urgent updates.",0.2023
4840,"Fantastic app, highly recommend!",0.7707
4842,Great customer support and easy to use.,0.8658
4844,Did not meet my expectations.,0.0
4845,Did not meet my expectations.,0.0
4846,"Very useful app, helped me a lot.",0.4927
4847,"Too many crashes, needs urgent updates.",0.2023
4848,"Fantastic app, highly recommend!",0.7707
4850,"Not satisfied with performance, too many bugs.",-0.3252
4851,"Very useful app, helped me a lot.",0.4927
4853,"Affordable and reliable, worth it.",0.2263
4855,"Very useful app, helped me a lot.",0.4927
4856,"Fantastic app, highly recommend!",0.7707
4857,Great customer support and easy to use.,0.8658
4858,"Not satisfied with performance, too many bugs.",-0.3252
4859,Great customer support and easy to use.,0.8658
4862,"Not satisfied with performance, too many bugs.",-0.3252
4863,Great customer support and easy to use.,0.8658
4864,"Very useful app, helped me a lot.",0.4927
4865,"Average app, could use more features.",0.0
4866,"Not satisfied with performance, too many bugs.",-0.3252
4869,"Very useful app, helped me a lot.",0.4927
4872,"Good experience overall, but UI can improve.",0.7003
4876,"Excellent design, works smoothly.",0.5719
4878,"Good experience overall, but UI can improve.",0.7003
4880,"Not satisfied with performance, too many bugs.",-0.3252
4882,"Very useful app, helped me a lot.",0.4927
4886,"Not satisfied with performance, too many bugs.",-0.3252
4889,"Fantastic app, highly recommend!",0.7707
4890,"Affordable and reliable, worth it.",0.2263
4895,"Very useful app, helped me a lot.",0.4927
4896,"Fantastic app, highly recommend!",0.7707
4897,"Affordable and reliable, worth it.",0.2263
4904,"Fantastic app, highly recommend!",0.7707
4912,"Very useful app, helped me a lot.",0.4927
4913,"Good experience overall, but UI can improve.",0.7003
4914,Did not meet my expectations.,0.0
4915,"Good experience overall, but UI can improve.",0.7003
4917,Great customer support and easy to use.,0.8658
4919,Great customer support and easy to use.,0.8658
4921,Great customer support and easy to use.,0.8658
4925,Great customer support and easy to use.,0.8658
4929,"Affordable and reliable, worth it.",0.2263
4931,"Affordable and reliable, worth it.",0.2263
4932,"Very useful app, helped me a lot.",0.4927
4940,"Very useful app, helped me a lot.",0.4927
4941,Great customer support and easy to use.,0.8658
4943,"Average app, could use more features.",0.0
4946,"Good experience overall, but UI can improve.",0.7003
4951,Did not meet my expectations.,0.0
4954,Did not meet my expectations.,0.0
4961,"Too many crashes, needs urgent updates.",0.2023
4962,Great customer support and easy to use.,0.8658
4966,"Not satisfied with performance, too many bugs.",-0.3252
4967,"Good experience overall, but UI can improve.",0.7003
4968,"Too many crashes, needs urgent updates.",0.2023
4969,"Good experience overall, but UI can improve.",0.7003
4973,"Not satisfied with performance, too many bugs.",-0.3252
4979,Great customer support and easy to use.,0.8658
4981,"Affordable and reliable, worth it.",0.2263
4985,Great customer support and easy to use.,0.8658
4988,"Too many crashes, needs urgent updates.",0.2023
4996,"Very useful app, helped me a lot.",0.4927
4997,Did not meet my expectations.,0.0
4999,"Very useful app, helped me a lot.",0.4927
5001,"Average app, could use more features.",0.0
5004,"Very useful app, helped me a lot.",0.4927
5014,"Very useful app, helped me a lot.",0.4927
5016,"Affordable and reliable, worth it.",0.2263
5017,"Too many crashes, needs urgent updates.",0.2023
5019,"Very useful app, helped me a lot.",0.4927
5020,"Excellent design, works smoothly.",0.5719
5023,"Average app, could use more features.",0.0
5024,"Good experience overall, but UI can improve.",0.7003
5027,"Fantastic app, highly recommend!",0.7707
5028,"Fantastic app, highly recommend!",0.7707
5029,"Too many crashes, needs urgent updates.",0.2023
5035,"Too many crashes, needs urgent updates.",0.2023
5036,"Fantastic app, highly recommend!",0.7707
5038,"Affordable and reliable, worth it.",0.2263
5039,Did not meet my expectations.,0.0
5042,"Too many crashes, needs urgent updates.",0.2023
5048,"Not satisfied with performance, too many bugs.",-0.3252
5050,Great customer support and easy to use.,0.8658
5051,"Affordable and reliable, worth it.",0.2263
5054,"Affordable and reliable, worth it.",0.2263
5056,"Too many crashes, needs urgent updates.",0.2023
5069,"Fantastic app, highly recommend!",0.7707
5072,"Fantastic app, highly recommend!",0.7707
5077,"Good experience overall, but UI can improve.",0.7003
5084,Great customer support and easy to use.,0.8658
5087,"Average app, could use more features.",0.0
5095,"Very useful app, helped me a lot.",0.4927
5096,"Very useful app, helped me a lot.",0.4927
5099,"Not satisfied with performance, too many bugs.",-0.3252
5105,"Not satisfied with performance, too many bugs.",-0.3252
5107,"Good experience overall, but UI can improve.",0.7003
5108,"Fantastic app, highly recommend!",0.7707
5114,"Very useful app, helped me a lot.",0.4927
5117,"Too many crashes, needs urgent updates.",0.2023
5120,Did not meet my expectations.,0.0
5121,"Fantastic app, highly recommend!",0.7707
5123,"Very useful app, helped me a lot.",0.4927
5131,Great customer support and easy to use.,0.8658
